"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35603","A000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS","", , , , , 
"-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/","", , , , , 
"-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)","", , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL", , , , , 
"-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)", , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10", , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ","", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[35603] Report(A000000[0000])","Entity[35603] Report(A000000[0100])","Entity[35603] Report(A000000[0200])","Entity[35603] Report(A000000[0300])","Entity[35603] Report(A000000[0400])","Entity[35603] Report(A000000[0500])","Entity[35603] Report(A000000[0600])", ,"Entity[35603] Report(A000000[0800])", ,"Entity[35603] Report(A000000[1000])", , , , , 
"hospc_2013_DATA",35603,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"243630","243630", ,"243630", ,"243630", , , , , 
"hospc_2013_DATA",35603,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"56703","56703", ,"56703", ,"56703", , , , , 
"hospc_2013_DATA",35603,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE","151789","55745","2037","173616", ,"383187", ,"383187", ,"383187", , , , , 
"hospc_2013_DATA",35603,"A000000","Line(00400)","0400TRANSPORTATION-STAFF", , , ,"169508", ,"169508", ,"169508", ,"169508", , , , , 
"hospc_2013_DATA",35603,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION","63945","15434","339","6700", ,"86418", ,"86418", ,"86418", , , , , 
"hospc_2013_DATA",35603,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","586842","115010","5377","392226", ,"1099455", ,"1099455", ,"1099455", , , , , 
"hospc_2013_DATA",35603,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE","727975","118961","840","425039", ,"1272815", ,"1272815", ,"1272815", , , , , 
"hospc_2013_DATA",35603,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , ,"7497", ,"7497", ,"7497", ,"7497", , , , , 
"hospc_2013_DATA",35603,"A000000","Line(01500)","1500PHYSICIAN SERVICES", , , ,"1332", ,"1332", ,"1332", ,"1332", , , , , 
"hospc_2013_DATA",35603,"A000000","Line(01600)","1600NURSING CARE","826309","158674","61258", , ,"1046241", ,"1046241", ,"1046241", , , , , 
"hospc_2013_DATA",35603,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35603,"A000000","Line(01700)","1700PHYSICAL THERAPY", , , ,"595", ,"595", ,"595", ,"595", , , , , 
"hospc_2013_DATA",35603,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY", , , ,"459", ,"459", ,"459", ,"459", , , , , 
"hospc_2013_DATA",35603,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY", , , ,"1043", ,"1043", ,"1043", ,"1043", , , , , 
"hospc_2013_DATA",35603,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","310383","58609","19896", , ,"388888", ,"388888", ,"388888", , , , , 
"hospc_2013_DATA",35603,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","118690","19391","11133", , ,"149214", ,"149214", ,"149214", , , , , 
"hospc_2013_DATA",35603,"A000000","Line(02200)","2200DIETARY COUNSELING","54905","12144","1245", , ,"68294", ,"68294", ,"68294", , , , , 
"hospc_2013_DATA",35603,"A000000","Line(02300)","2300COUNSELING-OTHER", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35603,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","292290","87752","55071", , ,"435113", ,"435113", ,"435113", , , , , 
"hospc_2013_DATA",35603,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35603,"A000000","Line(02500)","2500OTHER VISITING SERVICES","164234", ,"4905","3120", ,"172259", ,"172259", ,"172259", , , , , 
"hospc_2013_DATA",35603,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , ,"286196", ,"286196", ,"286196", ,"286196", , , , , 
"hospc_2013_DATA",35603,"A000000","Line(03030)","3030ANALGESICS", , , ,"93069", ,"93069", ,"93069", ,"93069", , , , , 
"hospc_2013_DATA",35603,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS", , , ,"25162", ,"25162", ,"25162", ,"25162", , , , , 
"hospc_2013_DATA",35603,"A000000","Line(03032)","3032OTHER - SPECIFY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35603,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , ,"271928", ,"271928", ,"271928", ,"271928", , , , , 
"hospc_2013_DATA",35603,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , , ,"14541", ,"14541", ,"14541", ,"14541", , , , , 
"hospc_2013_DATA",35603,"A000000","Line(03300)","3300IMAGING SERVICES", , , ,"6484", ,"6484", ,"6484", ,"6484", , , , , 
"hospc_2013_DATA",35603,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , ,"12487", ,"12487", ,"12487", ,"12487", , , , , 
"hospc_2013_DATA",35603,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , ,"157834", ,"157834", ,"157834", ,"157834", , , , , 
"hospc_2013_DATA",35603,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE", , , ,"9934", ,"9934", ,"9934", ,"9934", , , , , 
"hospc_2013_DATA",35603,"A000000","Line(03700)","3700RADIATION THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35603,"A000000","Line(03800)","3800CHEMOTHERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35603,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE", , , ,"18583", ,"18583", ,"18583", ,"18583", , , , , 
"hospc_2013_DATA",35603,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS","84523","15820","3091","15434", ,"118868", ,"118868", ,"118868", , , , , 
"hospc_2013_DATA",35603,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS", , , ,"2826", ,"2826", ,"2826", ,"2826", , , , , 
"hospc_2013_DATA",35603,"A000000","Line(05200)","5200FUNDRAISING","91607","20209","4316","52192","32820","201144", ,"201144", ,"201144", , , , , 
"hospc_2013_DATA",35603,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS", , , ,"1078053", ,"1078053", ,"1078053", ,"1078053", , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35603","A100000 ","-------------","-------------","-----------","", , , , , , , , , 
