"Entity[33950] Report(A000000)", , , , ,"Entity[33950] Report(A000000[0000])","Entity[33950] Report(A000000[0100])","Entity[33950] Report(A000000[0200])","Entity[33950] Report(A000000[0300])","Entity[33950] Report(A000000[0400])","Entity[33950] Report(A000000[0500])","Entity[33950] Report(A000000[0600])", ,"Entity[33950] Report(A000000[0800])","Entity[33950] Report(A000000[0900])","Entity[33950] Report(A000000[1000])"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"112941","112941", ,"112941", ,"112941"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"43740","43740", ,"43740", ,"43740"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"27564","27564", ,"27564", ,"27564"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(00400)","0400TRANSPORTATION-STAFF", , ,"112614", , ,"112614", ,"112614", ,"112614"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION","36151","13465", , ,"7309","56925", ,"56925", ,"56925"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","791127","294670", , ,"277966","1363763", ,"1363763","-26823","1336940"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE","382550","142491","1819","36563","76902","640325", ,"640325", ,"640325"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(01500)","1500PHYSICIAN SERVICES", , , ,"65743", ,"65743", ,"65743", ,"65743"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(01600)","1600NURSING CARE","454932","169449", , , ,"624381", ,"624381", ,"624381"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(01700)","1700PHYSICAL THERAPY", , , ,"8500", ,"8500", ,"8500", ,"8500"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","164459","61256", , , ,"225715", ,"225715", ,"225715"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","37746","14059", , , ,"51805", ,"51805", ,"51805"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(02200)","2200DIETARY COUNSELING", , , , ,"14764","14764", ,"14764", ,"14764"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(02300)","2300COUNSELING-OTHER"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","255836","95292", , , ,"351128", ,"351128", ,"351128"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(02500)","2500OTHER VISITING SERVICES"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , ,"148811", ,"148811", ,"148811", ,"148811"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(03030)","3030ANALGESICS"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(03032)","3032OTHER - SPECIFY"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , ,"147939", ,"147939", ,"147939", ,"147939"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , , ,"36012", ,"36012", ,"36012", ,"36012"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(03300)","3300IMAGING SERVICES", , , ,"2720", ,"2720", ,"2720", ,"2720"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , ,"3295", ,"3295", ,"3295", ,"3295"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , , ,"77367","77367", ,"77367", ,"77367"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE", , , , ,"4394","4394", ,"4394", ,"4394"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(03700)","3700RADIATION THERAPY"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(03800)","3800CHEMOTHERAPY"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(03901)","3901NURSING HOME ROOM AND BOARD", , , , ,"592341","592341", ,"592341","-592341"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS","46638","17371", , ,"5649","69658", ,"69658", ,"69658"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(05200)","5200FUNDRAISING", , , , ,"56996","56996", ,"56996", ,"56996"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS"
"HOSPC","hospc_2013_DATA",33950,"A000000","Line(05301)","5301RESIDENT SERVICES","84548","31492","402", ,"16996","133438", ,"133438", ,"133438"
"Entity[33950] Report(A100000)", , , , , ,"Entity[33950] Report(A100000[0100])", ,"Entity[33950] Report(A100000[0300])", ,"Entity[33950] Report(A100000[0500])", ,"Entity[33950] Report(A100000[0700])","Entity[33950] Report(A100000[0800])","Entity[33950] Report(A100000[0900])"
"HOSPC","hospc_2013_DATA",33950,"A100000","Line(00500)", , , , , , , , ,"36151","36151"
"HOSPC","hospc_2013_DATA",33950,"A100000","Line(00600)", ,"791127", , , , , , , ,"791127"
"HOSPC","hospc_2013_DATA",33950,"A100000","Line(01000)", , , , , , , , ,"382550","382550"
"HOSPC","hospc_2013_DATA",33950,"A100000","Line(01600)", , , , , ,"454932", , , ,"454932"
"HOSPC","hospc_2013_DATA",33950,"A100000","Line(02000)", , , ,"164459", , , , , ,"164459"
"HOSPC","hospc_2013_DATA",33950,"A100000","Line(02100)", , , , , , , , ,"37746","37746"
"HOSPC","hospc_2013_DATA",33950,"A100000","Line(02400)", , , , , , , ,"255836", ,"255836"
"HOSPC","hospc_2013_DATA",33950,"A100000","Line(05000)", , , , , , , , ,"46638","46638"
"HOSPC","hospc_2013_DATA",33950,"A100000","Line(05301)", , , , , , , , ,"84548","84548"
"Entity[33950] Report(A200000)", , , , , ,"Entity[33950] Report(A200000[0100])", ,"Entity[33950] Report(A200000[0300])", ,"Entity[33950] Report(A200000[0500])", ,"Entity[33950] Report(A200000[0700])","Entity[33950] Report(A200000[0800])","Entity[33950] Report(A200000[0900])"
"HOSPC","hospc_2013_DATA",33950,"A200000","Line(00500)", , , , , , , , ,"13465","13465"
"HOSPC","hospc_2013_DATA",33950,"A200000","Line(00600)", ,"294670", , , , , , , ,"294670"
"HOSPC","hospc_2013_DATA",33950,"A200000","Line(01000)", , , , , , , , ,"142491","142491"
"HOSPC","hospc_2013_DATA",33950,"A200000","Line(01600)", , , , , ,"169449", , , ,"169449"
"HOSPC","hospc_2013_DATA",33950,"A200000","Line(02000)", , , ,"61256", , , , , ,"61256"
"HOSPC","hospc_2013_DATA",33950,"A200000","Line(02100)", , , , , , , , ,"14059","14059"
"HOSPC","hospc_2013_DATA",33950,"A200000","Line(02400)", , , , , , , ,"95292", ,"95292"
"HOSPC","hospc_2013_DATA",33950,"A200000","Line(05000)", , , , , , , , ,"17371","17371"
"HOSPC","hospc_2013_DATA",33950,"A200000","Line(05301)", , , , , , , , ,"31492","31492"
"Entity[33950] Report(A300000)", , , , , , , ,"Entity[33950] Report(A300000[0300])", , ,"Entity[33950] Report(A300000[0600])", ,"Entity[33950] Report(A300000[0800])","Entity[33950] Report(A300000[0900])"
"HOSPC","hospc_2013_DATA",33950,"A300000","Line(01000)", , , , , , , , ,"36563","36563"
"HOSPC","hospc_2013_DATA",33950,"A300000","Line(01500)", , , ,"65743", , , , , ,"65743"
"HOSPC","hospc_2013_DATA",33950,"A300000","Line(01700)", , , , , , ,"8500", , ,"8500"
"HOSPC","hospc_2013_DATA",33950,"A300000","Line(03000)", , , , , , , , ,"148811","148811"
"HOSPC","hospc_2013_DATA",33950,"A300000","Line(03100)", , , , , , , , ,"147939","147939"
"HOSPC","hospc_2013_DATA",33950,"A300000","Line(03200)", , , , , , , , ,"36012","36012"
"HOSPC","hospc_2013_DATA",33950,"A300000","Line(03300)", , , , , , , , ,"2720","2720"
"HOSPC","hospc_2013_DATA",33950,"A300000","Line(03400)", , , , , , , , ,"3295","3295"
"Entity[33950] Report(A700000)", , , , , ,"Entity[33950] Report(A700000[0100])","Entity[33950] Report(A700000[0200])", ,"Entity[33950] Report(A700000[0400])", ,"Entity[33950] Report(A700000[0600])"
"HOSPC","hospc_2013_DATA",33950,"A700000","Line(00100)", ,"72314", , , , ,"72314"
"HOSPC","hospc_2013_DATA",33950,"A700000","Line(00300)", ,"3965705","22957", ,"22957", ,"3988662"
"HOSPC","hospc_2013_DATA",33950,"A700000","Line(00500)", ,"338495","2822", ,"2822", ,"341317"
"HOSPC","hospc_2013_DATA",33950,"A700000","Line(00600)", ,"216214","7310", ,"7310", ,"223524"
"HOSPC","hospc_2013_DATA",33950,"A700000","Line(00700)", ,"4592728","33089", ,"33089", ,"4625817"
"Entity[33950] Report(A800000)", , , , ,"Entity[33950] Report(A800000[0000])","Entity[33950] Report(A800000[0100])","Entity[33950] Report(A800000[0200])","Entity[33950] Report(A800000[0300])","Entity[33950] Report(A800000[0400])"
"HOSPC","hospc_2013_DATA",33950,"A800000","Line(00600)", ,"A","-25882","ADMINISTRATIVE AND GENERAL","6"
"HOSPC","hospc_2013_DATA",33950,"A800000","Line(00800)","TO REMOVE NURSING HOME ROOM AND BOAR","A","-592341","NURSING HOME ROOM AND BOARD","39"
"HOSPC","hospc_2013_DATA",33950,"A800000","Line(00801)","TO REMOVE NONALLOW LOBBYING EXPENSE","A","-941","ADMINISTRATIVE AND GENERAL","6"
"Entity[33950] Report(A81000A)", , , , , ,"Entity[33950] Report(A81000A[0100])","Entity[33950] Report(A81000A[0200])","Entity[33950] Report(A81000A[0300])","Entity[33950] Report(A81000A[0400])","Entity[33950] Report(A81000A[0500])"
"HOSPC","hospc_2013_DATA",33950,"A81000A","Line(00100)", ,"17","PHYSICAL THERAPY","PHYSICAL THERAPY COST","8500","8500"
"HOSPC","hospc_2013_DATA",33950,"A81000A","Line(00200)", ,"6","ADMINISTRATIVE AND GENERAL","A&G COST - MANAGEMENT AGREEMENT","10789","10789"
"Entity[33950] Report(A81000B)", , , , , ,"Entity[33950] Report(A81000B[0100])","Entity[33950] Report(A81000B[0200])","Entity[33950] Report(A81000B[0300])", , ,"Entity[33950] Report(A81000B[0600])"
