"Entity[34029] Report(A000000)", , , , ,"Entity[34029] Report(A000000[0000])","Entity[34029] Report(A000000[0100])","Entity[34029] Report(A000000[0200])","Entity[34029] Report(A000000[0300])","Entity[34029] Report(A000000[0400])","Entity[34029] Report(A000000[0500])","Entity[34029] Report(A000000[0600])", ,"Entity[34029] Report(A000000[0800])","Entity[34029] Report(A000000[0900])","Entity[34029] Report(A000000[1000])"
"HOSPC","hospc_2013_DATA",34029,"A000000","Line(00100)","0100CAP REL COSTS-BLDG & FIXT", , , , ,"103616","103616", ,"103616", ,"103616"
"HOSPC","hospc_2013_DATA",34029,"A000000","Line(00200)","0200CAP REL COSTS-MVBLE EQUIP", , , , ,"8993","8993", ,"8993", ,"8993"
"HOSPC","hospc_2013_DATA",34029,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE"
"HOSPC","hospc_2013_DATA",34029,"A000000","Line(00400)","0400TRANSPORTATION-STAFF"
"HOSPC","hospc_2013_DATA",34029,"A000000","Line(00500)","0500VOLUNTEER SERVICES","38218","8653", , , ,"46871", ,"46871", ,"46871"
"HOSPC","hospc_2013_DATA",34029,"A000000","Line(00600)","0600ADMINISTRATIVE & GENERAL","513888","130212","108036","5336","923025","1680497", ,"1680497","-313650","1366847"
"HOSPC","hospc_2013_DATA",34029,"A000000","Line(01000)","1000INPATIENT-GENERAL CARE", , , , ,"73504","73504", ,"73504", ,"73504"
"HOSPC","hospc_2013_DATA",34029,"A000000","Line(01100)","1100INPATIENT-RESPITE CARE", , , , ,"5377","5377", ,"5377", ,"5377"
"HOSPC","hospc_2013_DATA",34029,"A000000","Line(01500)","1500PHYSICIAN SERVICES", , , ,"2556", ,"2556", ,"2556", ,"2556"
"HOSPC","hospc_2013_DATA",34029,"A000000","Line(01600)","1600NURSING CARE","455372","89239", , , ,"544611", ,"544611", ,"544611"
"HOSPC","hospc_2013_DATA",34029,"A000000","Line(01620)","1620NURSING CARE--CONTINUOUS HOME CA"
"HOSPC","hospc_2013_DATA",34029,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","64776","14666", , , ,"79442", ,"79442", ,"79442"
"HOSPC","hospc_2013_DATA",34029,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","65788","14895", , , ,"80683", ,"80683", ,"80683"
"HOSPC","hospc_2013_DATA",34029,"A000000","Line(02200)","2200DIETARY COUNSELING","3453","782", , , ,"4235", ,"4235", ,"4235"
"HOSPC","hospc_2013_DATA",34029,"A000000","Line(02300)","2300COUNSELING-OTHER"
"HOSPC","hospc_2013_DATA",34029,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","173249","39226", , , ,"212475", ,"212475", ,"212475"
"HOSPC","hospc_2013_DATA",34029,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER-CONT HOME CA"
"HOSPC","hospc_2013_DATA",34029,"A000000","Line(02500)","2500OTHER VISITING SERVICES"
"HOSPC","hospc_2013_DATA",34029,"A000000","Line(03000)","3000DRUGS BIOLOGICAL AND INFUSION", , , , ,"126779","126779", ,"126779", ,"126779"
"HOSPC","hospc_2013_DATA",34029,"A000000","Line(03030)","3030ANALGESICS"
"HOSPC","hospc_2013_DATA",34029,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS"
"HOSPC","hospc_2013_DATA",34029,"A000000","Line(03032)","3032OTHER - SPECIFY"
"HOSPC","hospc_2013_DATA",34029,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , , ,"183763","183763", ,"183763", ,"183763"
"HOSPC","hospc_2013_DATA",34029,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , ,"5799", , ,"5799", ,"5799", ,"5799"
"HOSPC","hospc_2013_DATA",34029,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , , ,"3121","3121", ,"3121", ,"3121"
"HOSPC","hospc_2013_DATA",34029,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENT", , , , ,"54400","54400", ,"54400", ,"54400"
"HOSPC","hospc_2013_DATA",34029,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE"
"HOSPC","hospc_2013_DATA",34029,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS","34490","7809", , ,"85","42384", ,"42384", ,"42384"
"HOSPC","hospc_2013_DATA",34029,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COST", , , , ,"1639","1639", ,"1639", ,"1639"
"HOSPC","hospc_2013_DATA",34029,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS"
"Entity[34029] Report(A100000)", , , , , , , ,"Entity[34029] Report(A100000[0300])", ,"Entity[34029] Report(A100000[0500])", ,"Entity[34029] Report(A100000[0700])","Entity[34029] Report(A100000[0800])","Entity[34029] Report(A100000[0900])"
"HOSPC","hospc_2013_DATA",34029,"A100000","Line(00500)", , , , , , , , ,"38218","38218"
"HOSPC","hospc_2013_DATA",34029,"A100000","Line(00600)", , , , , , , , ,"513888","513888"
"HOSPC","hospc_2013_DATA",34029,"A100000","Line(01600)", , , , , ,"455372", , , ,"455372"
"HOSPC","hospc_2013_DATA",34029,"A100000","Line(02000)", , , ,"64776", , , , , ,"64776"
"HOSPC","hospc_2013_DATA",34029,"A100000","Line(02100)", , , , , , , , ,"65788","65788"
"HOSPC","hospc_2013_DATA",34029,"A100000","Line(02200)", , , , , , , , ,"3453","3453"
"HOSPC","hospc_2013_DATA",34029,"A100000","Line(02400)", , , , , , , ,"173249", ,"173249"
"HOSPC","hospc_2013_DATA",34029,"A100000","Line(05000)", , , , , , , , ,"34490","34490"
"Entity[34029] Report(A200000)", , , , , , , ,"Entity[34029] Report(A200000[0300])", ,"Entity[34029] Report(A200000[0500])", ,"Entity[34029] Report(A200000[0700])","Entity[34029] Report(A200000[0800])","Entity[34029] Report(A200000[0900])"
"HOSPC","hospc_2013_DATA",34029,"A200000","Line(00500)", , , , , , , , ,"8653","8653"
"HOSPC","hospc_2013_DATA",34029,"A200000","Line(00600)", , , , , , , , ,"130212","130212"
"HOSPC","hospc_2013_DATA",34029,"A200000","Line(01600)", , , , , ,"89239", , , ,"89239"
"HOSPC","hospc_2013_DATA",34029,"A200000","Line(02000)", , , ,"14666", , , , , ,"14666"
"HOSPC","hospc_2013_DATA",34029,"A200000","Line(02100)", , , , , , , , ,"14895","14895"
"HOSPC","hospc_2013_DATA",34029,"A200000","Line(02200)", , , , , , , , ,"782","782"
"HOSPC","hospc_2013_DATA",34029,"A200000","Line(02400)", , , , , , , ,"39226", ,"39226"
"HOSPC","hospc_2013_DATA",34029,"A200000","Line(05000)", , , , , , , , ,"7809","7809"
"Entity[34029] Report(A300000)", , , , , , , , , , ,"Entity[34029] Report(A300000[0600])", ,"Entity[34029] Report(A300000[0800])","Entity[34029] Report(A300000[0900])"
"HOSPC","hospc_2013_DATA",34029,"A300000","Line(00600)", , , , , , ,"2628", ,"2708","5336"
"HOSPC","hospc_2013_DATA",34029,"A300000","Line(01500)", , , , , , , , ,"2556","2556"
"Entity[34029] Report(A700000)", , , , , ,"Entity[34029] Report(A700000[0100])", , , , ,"Entity[34029] Report(A700000[0600])"
"HOSPC","hospc_2013_DATA",34029,"A700000","Line(00600)", ,"104560", , , , ,"104560"
"HOSPC","hospc_2013_DATA",34029,"A700000","Line(00700)", ,"104560", , , , ,"104560"
"Entity[34029] Report(A800000)", , , , ,"Entity[34029] Report(A800000[0000])","Entity[34029] Report(A800000[0100])","Entity[34029] Report(A800000[0200])","Entity[34029] Report(A800000[0300])","Entity[34029] Report(A800000[0400])"
"HOSPC","hospc_2013_DATA",34029,"A800000","Line(00800)","MISCELLANEOUS ADJUSTMENTS","A","-270955","ADMINISTRATIVE & GENERAL","6"
"HOSPC","hospc_2013_DATA",34029,"A800000","Line(00801)", ,"A","-29380","ADMINISTRATIVE & GENERAL","6"
"HOSPC","hospc_2013_DATA",34029,"A800000","Line(00802)", ,"A","-4307","ADMINISTRATIVE & GENERAL","6"
"HOSPC","hospc_2013_DATA",34029,"A800000","Line(00803)", ,"A","-8522","ADMINISTRATIVE & GENERAL","6"
"HOSPC","hospc_2013_DATA",34029,"A800000","Line(00804)", ,"B","-104","ADMINISTRATIVE & GENERAL","6"
"HOSPC","hospc_2013_DATA",34029,"A800000","Line(00805)", ,"B","-382","ADMINISTRATIVE & GENERAL","6"
