"Schema: HOSPC TABLE: hospc_2013_DATA","----------"," Entity 32494"," Report A300000 ","-------------","-------------","-----------",""
"","COST CENTER DESCRIPTIONS","ADMINIS-","","SOCIAL","","","TOTAL","","",""
"","(omit cents)","TRATOR","DIRECTOR","SERVICES","SUPERVISORS","NURSES","THERAPISTS","AIDES","ALL OTHER","TOTAL (1)"
"","","1","2","3","4","5","6","7","8","9"
"","GENERAL SERVICE COST CENTERS","","","","","","","","",""
"Entity[32494] Report(A300000)", , ,"Entity[32494] Report(A300000[0200])", , ,"Entity[32494] Report(A300000[0500])", , ,"Entity[32494] Report(A300000[0800])","Entity[32494] Report(A300000[0900])"
"Line(01000)", , , , , , , , ,"6305","6305"
"Line(01100)", , , , , , , , ,"-675","-675"
"Line(01500)", , ,"13571", , , , , , ,"13571"
"Line(01600)", , , , , ,"4910", , , ,"4910"
"Line(05301)", , , , , , , , ,"2203","2203"
