"----------"," Entity 32494"," Report G000000 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"Assets","General","Purpose","Endowment","Plant", , , , , , , , , , , , , , , 
"(Omit cents)","Fund","Fund","Fund","Fund", , , , , , , , , , , , , , , 
"","1","2","3","4", , , , , , , , , , , , , , , 
"CURRENT  ASSETS","","","","", , , , , , , , , , , , , , , 
 ,"Entity[32494] Report(G000000[0100])", , , , , , , , , , , , , , , , , , 
 ,"2609", , , , , , , , , , , , , , , , , , 
 ,"9467", , , , , , , , , , , , , , , , , , 
 ,"12076", , , , , , , , , , , , , , , , , , 
 ,"8840", , , , , , , , , , , , , , , , , , 
 ,"183", , , , , , , , , , , , , , , , , , 
 ,"8657", , , , , , , , , , , , , , , , , , 
 ,"5987", , , , , , , , , , , , , , , , , , 
 ,"5987", , , , , , , , , , , , , , , , , , 
 ,"26720", , , , , , , , , , , , , , , , , , 
 ,"69054", , , , , , , , , , , , , , , , , , 
 ,"357", , , , , , , , , , , , , , , , , , 
 ,"69411", , , , , , , , , , , , , , , , , , 
 ,"150", , , , , , , , , , , , , , , , , , 
 ,"150", , , , , , , , , , , , , , , , , , 
 ,"69561", , , , , , , , , , , , , , , , , , 
 ,"-42841", , , , , , , , , , , , , , , , , , 
 ,"-42841", , , , , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 32494"," Report G100000 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","","GENERAL ","SPECIFIC ","ENDOWMENT","PLANT  FUND", , , , , , , , , , , , , , 
"","","FUND","PURPOSE  FUND","FUND","", , , , , , , , , , , , , , 
"","","1","2","3","4", , , , , , , , , , , , , , 
 ,"Entity[32494] Report(G100000[0100])", , , , , , , , , , , , , , , , , , 
 ,"4337710", , , , , , , , , , , , , , , , , , 
 ,"157097", , , , , , , , , , , , , , , , , , 
 ,"4494807", , , , , , , , , , , , , , , , , , 
 ,"4494807", , , , , , , , , , , , , , , , , , 
 ,"4537648", , , , , , , , , , , , , , , , , , 
 ,"4537648", , , , , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 32494"," Report G200001 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"Revenue  Center","","","","", , , , , , , , , , , , , , , 
"","","","TOTAL","", , , , , , , , , , , , , , , 
"GENERAL INPATIENT AND HOME CARE SERVICE LOCATION","","","","", , , , , , , , , , , , , , , 
" Skilled Nursing Facility based","","","","1", , , , , , , , , , , , , , , 
" Nursing facility based","","","","2", , , , , , , , , , , , , , , 
" Home care","","","","3", , , , , , , , , , , , , , , 
" Other (See Instructions)","","","","4", , , , , , , , , , , , , , , 
" State Medicaid room & board","","","","5", , , , , , , , , , , , , , , 
"\" Total General Inpatient Revenues  ( Sum of lines 1"," 2"," 3 and 4 )\"","","","","6", , , , , , , , , , , , , 
 ,"Entity[32494] Report(G200001[0100])", , , , , , , , , , , , , , , , , , 
 ,"768217", , , , , , , , , , , , , , , , , , 
 ,"46800", , , , , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 32494"," Report G200002 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"PART II - OPERATING EXPENSES", , , , , , , , , , , , , , , , , , , 
"Entity[32494] Report(G200002[0000])", ,"Entity[32494] Report(G200002[0200])", , , , , , , , , , , , , , , , , 
 , ,"611120", , , , , , , , , , , , , , , , , 
"MISC OPERATING INCOME", , , , , , , , , , , , , , , , , , , 
"CASH DISCOUNTS", , , , , , , , , , , , , , , , , , , 
"PALLIATIVE CARE", , , , , , , , , , , , , , , , , , , 
"SALE OF MEDICAL RECORDS", , , , , , , , , , , , , , , , , , , 
"ROOM & BOARD", , , , , , , , , , , , , , , , , , , 
 , ,"611120", , , , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
