"Schema: HOSPC TABLE: hospc_2013_DATA","----------"," Entity 32675"," Report A100000 ","-------------","-------------","-----------",""
"","COST CENTER DESCRIPTIONS","ADMINIS-","","SOCIAL","","","TOTAL","","",""
"","(omit cents)","TRATOR","DIRECTOR","SERVICES","SUPERVISORS","NURSES","THERAPISTS","AIDES","ALL OTHER","TOTAL (1)"
"","","1","2","3","4","5","6","7","8","9"
"","GENERAL SERVICE COST CENTERS","","","","","","","","",""
"Entity[32675] Report(A100000)", ,"Entity[32675] Report(A100000[0100])", ,"Entity[32675] Report(A100000[0300])", ,"Entity[32675] Report(A100000[0500])", ,"Entity[32675] Report(A100000[0700])","Entity[32675] Report(A100000[0800])","Entity[32675] Report(A100000[0900])"
"Line(00600)", ,"23888", , , , , , , ,"23888"
"Line(01600)", , , , , ,"226932", , , ,"226932"
"Line(02000)", , , ,"53711", , , , , ,"53711"
"Line(02100)", , , , , , , , ,"14495","14495"
"Line(02400)", , , , , , , ,"28816", ,"28816"
"Line(05000)", , , , , , , , ,"25593","25593"
"Line(05100)", , , , , , , , ,"11000","11000"
