"----------"," Entity 32675"," Report G000000 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"Assets","General","Purpose","Endowment","Plant", , , , , , , , , , , , , , , 
"(Omit cents)","Fund","Fund","Fund","Fund", , , , , , , , , , , , , , , 
"","1","2","3","4", , , , , , , , , , , , , , , 
"CURRENT  ASSETS","","","","", , , , , , , , , , , , , , , 
 ,"Entity[32675] Report(G000000[0100])", , , , , , , , , , , , , , , , , , 
 ,"28882", , , , , , , , , , , , , , , , , , 
 ,"3314721", , , , , , , , , , , , , , , , , , 
 ,"245733", , , , , , , , , , , , , , , , , , 
 ,"55258", , , , , , , , , , , , , , , , , , 
 ,"3153128", , , , , , , , , , , , , , , , , , 
 ,"119657", , , , , , , , , , , , , , , , , , 
 ,"65061", , , , , , , , , , , , , , , , , , 
 ,"2035074", , , , , , , , , , , , , , , , , , 
 ,"793676", , , , , , , , , , , , , , , , , , 
 ,"1295994", , , , , , , , , , , , , , , , , , 
 ,"7800165", , , , , , , , , , , , , , , , , , 
 ,"65653", , , , , , , , , , , , , , , , , , 
 ,"7865818", , , , , , , , , , , , , , , , , , 
 ,"12314940", , , , , , , , , , , , , , , , , , 
 ,"19348272", , , , , , , , , , , , , , , , , , 
 ,"1538530", , , , , , , , , , , , , , , , , , 
 ,"663300", , , , , , , , , , , , , , , , , , 
 ,"65000", , , , , , , , , , , , , , , , , , 
 ,"21615102", , , , , , , , , , , , , , , , , , 
 ,"487920", , , , , , , , , , , , , , , , , , 
 ,"487920", , , , , , , , , , , , , , , , , , 
 ,"22103022", , , , , , , , , , , , , , , , , , 
 ,"-9788082", , , , , , , , , , , , , , , , , , 
 ,"-9788082", , , , , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 32675"," Report G100000 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","","GENERAL ","SPECIFIC ","ENDOWMENT","PLANT  FUND", , , , , , , , , , , , , , 
"","","FUND","PURPOSE  FUND","FUND","", , , , , , , , , , , , , , 
"","","1","2","3","4", , , , , , , , , , , , , , 
 ,"Entity[32675] Report(G100000[0100])", , , , , , , , , , , , , , , , , , 
 ,"-9530719", , , , , , , , , , , , , , , , , , 
 ,"-257363", , , , , , , , , , , , , , , , , , 
 ,"-9788082", , , , , , , , , , , , , , , , , , 
 ,"-9788082", , , , , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 32675"," Report G200001 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"Revenue  Center","","","","", , , , , , , , , , , , , , , 
"","","","TOTAL","", , , , , , , , , , , , , , , 
"GENERAL INPATIENT AND HOME CARE SERVICE LOCATION","","","","", , , , , , , , , , , , , , , 
" Skilled Nursing Facility based","","","","1", , , , , , , , , , , , , , , 
" Nursing facility based","","","","2", , , , , , , , , , , , , , , 
" Home care","","","","3", , , , , , , , , , , , , , , 
" Other (See Instructions)","","","","4", , , , , , , , , , , , , , , 
" State Medicaid room & board","","","","5", , , , , , , , , , , , , , , 
"\" Total General Inpatient Revenues  ( Sum of lines 1"," 2"," 3 and 4 )\"","","","","6", , , , , , , , , , , , , 
 ,"Entity[32675] Report(G200001[0100])", , , , , , , , , , , , , , , , , , 
 ,"747885", , , , , , , , , , , , , , , , , , 
 ,"5967430", , , , , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 32675"," Report G200002 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"PART II - OPERATING EXPENSES", , , , , , , , , , , , , , , , , , , 
"Entity[32675] Report(G200002[0000])","Entity[32675] Report(G200002[0100])","Entity[32675] Report(G200002[0200])", , , , , , , , , , , , , , , , , 
 , ,"870185", , , , , , , , , , , , , , , , , 
"HOME CARE NON HOSPICE","6096256", , , , , , , , , , , , , , , , , , 
"DEFINED BENIFIT PENSION COSTS","6237", , , , , , , , , , , , , , , , , , 
 , ,"6102493", , , , , , , , , , , , , , , , , 
 , ,"6972678", , , , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
