"-------------","-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35382","A000000 ","-------------","-------------","-----------",""
"-------------","-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS",""
"-------------","-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/",""
"-------------","-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)",""
"-------------","-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL"
"-------------","-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)"
"-------------","-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10"
"-------------","-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ",""
 , , , , , , , , , , , 
"Entity[35382] Report(A000000)", , , , ,"Entity[35382] Report(A000000[0000])","Entity[35382] Report(A000000[0100])","Entity[35382] Report(A000000[0200])","Entity[35382] Report(A000000[0300])","Entity[35382] Report(A000000[0400])","Entity[35382] Report(A000000[0500])","Entity[35382] Report(A000000[0600])", ,"Entity[35382] Report(A000000[0800])", ,"Entity[35382] Report(A000000[1000])"
"HOSPC","hospc_2013_DATA",35382,"A000000","Line(00200)","0200CAP REL COSTS-MVBLE EQUIP", , , , ,"173","173", ,"173", ,"173"
"HOSPC","hospc_2013_DATA",35382,"A000000","Line(00300)","0300PLANT OPERATION & MAINTENANCE", , , , ,"1515","1515", ,"1515", ,"1515"
"HOSPC","hospc_2013_DATA",35382,"A000000","Line(00400)","0400TRANSPORTATION - STAFF"
"HOSPC","hospc_2013_DATA",35382,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION"
"HOSPC","hospc_2013_DATA",35382,"A000000","Line(00600)","0600ADMINISTRATIVE & GENERAL"
"HOSPC","hospc_2013_DATA",35382,"A000000","Line(01000)","1000INPATIENT - GENERAL CARE"
"HOSPC","hospc_2013_DATA",35382,"A000000","Line(01100)","1100INPATIENT - RESPITE CARE","83536","27120","5851","24000","75685","216192", ,"216192", ,"216192"
"HOSPC","hospc_2013_DATA",35382,"A000000","Line(01500)","1500PHYSICIAN SERVICES"
"HOSPC","hospc_2013_DATA",35382,"A000000","Line(01600)","1600NURSING CARE"
"HOSPC","hospc_2013_DATA",35382,"A000000","Line(01700)","1700PHYSICAL THERAPY"
"HOSPC","hospc_2013_DATA",35382,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY"
"HOSPC","hospc_2013_DATA",35382,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY"
"HOSPC","hospc_2013_DATA",35382,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES"
"HOSPC","hospc_2013_DATA",35382,"A000000","Line(02100)","2100SPIRITUAL COUNSELING"
"HOSPC","hospc_2013_DATA",35382,"A000000","Line(02200)","2200DIETARY COUNSELING"
"HOSPC","hospc_2013_DATA",35382,"A000000","Line(02300)","2300COUNSELING OTHER"
"HOSPC","hospc_2013_DATA",35382,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER"
"HOSPC","hospc_2013_DATA",35382,"A000000","Line(02500)","2500OTHER"
"HOSPC","hospc_2013_DATA",35382,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION"
"HOSPC","hospc_2013_DATA",35382,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN"
"HOSPC","hospc_2013_DATA",35382,"A000000","Line(03200)","3200PATIENT TRANSPORTATION"
"HOSPC","hospc_2013_DATA",35382,"A000000","Line(03300)","3300IMAGING SERVICES"
"HOSPC","hospc_2013_DATA",35382,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS"
"HOSPC","hospc_2013_DATA",35382,"A000000","Line(03500)","3500MEDICAL SUPPLIES"
"HOSPC","hospc_2013_DATA",35382,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL. E/R D"
"HOSPC","hospc_2013_DATA",35382,"A000000","Line(03700)","3700RADIATION THERAPY"
"HOSPC","hospc_2013_DATA",35382,"A000000","Line(03800)","3800CHEMOTHERAPY"
"HOSPC","hospc_2013_DATA",35382,"A000000","Line(03900)","3900OTHER"
"HOSPC","hospc_2013_DATA",35382,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COST"
"HOSPC","hospc_2013_DATA",35382,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS"
"HOSPC","hospc_2013_DATA",35382,"A000000","Line(05200)","5200FUNDRAISING"
"HOSPC","hospc_2013_DATA",35382,"A000000","Line(05300)","5300OTHER PROGRAM COSTS"
"HOSPC","hospc_2013_DATA",35382,"A000000","Line(05301)","5301HOME HEALTH & PRIVATE DUTY"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"-------------","-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35382","A100000 ","-------------","-------------","-----------",""
"-------------","-------------","-------------", ,"","COST CENTER DESCRIPTIONS","ADMINIS-","","SOCIAL","","","TOTAL","","",""
"-------------","-------------","-------------", ,"","(omit cents)","TRATOR","DIRECTOR","SERVICES","SUPERVISORS","NURSES","THERAPISTS","AIDES","ALL OTHER","TOTAL (1)"
"-------------","-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9"
"-------------","-------------","-------------", ,"","GENERAL SERVICE COST CENTERS","","","","","","","","",""
 , , , , , , , , , , , 
"Entity[35382] Report(A100000)", , , , , ,"Entity[35382] Report(A100000[0100])", , , ,"Entity[35382] Report(A100000[0500])", ,"Entity[35382] Report(A100000[0700])", ,"Entity[35382] Report(A100000[0900])"
"HOSPC","hospc_2013_DATA",35382,"A100000","Line(01100)", ,"15036", , , ,"58475", ,"10025", ,"83536"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"-------------","-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35382","A200000 ","-------------","-------------","-----------",""
"-------------","-------------","-------------", ,"","COST CENTER DESCRIPTIONS","ADMINIS-","","SOCIAL","","","TOTAL","","",""
"-------------","-------------","-------------", ,"","(omit cents)","TRATOR","DIRECTOR","SERVICES","SUPERVISORS","NURSES","THERAPISTS","AIDES","ALL OTHER","TOTAL (1)"
"-------------","-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9"
"-------------","-------------","-------------", ,"","GENERAL SERVICE COST CENTERS","","","","","","","","",""
 , , , , , , , , , , , 
"Entity[35382] Report(A200000)", , , , , ,"Entity[35382] Report(A200000[0100])", , , ,"Entity[35382] Report(A200000[0500])", ,"Entity[35382] Report(A200000[0700])", ,"Entity[35382] Report(A200000[0900])"
"HOSPC","hospc_2013_DATA",35382,"A200000","Line(01100)", ,"4882", , , ,"18983", ,"3255", ,"27120"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"-------------","-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35382","A300000 ","-------------","-------------","-----------",""
"-------------","-------------","-------------", ,"","COST CENTER DESCRIPTIONS","ADMINIS-","","SOCIAL","","","TOTAL","","",""
"-------------","-------------","-------------", ,"","(omit cents)","TRATOR","DIRECTOR","SERVICES","SUPERVISORS","NURSES","THERAPISTS","AIDES","ALL OTHER","TOTAL (1)"
"-------------","-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9"
"-------------","-------------","-------------", ,"","GENERAL SERVICE COST CENTERS","","","","","","","","",""
 , , , , , , , , , , , 
"Entity[35382] Report(A300000)", , , , , , , , , , ,"Entity[35382] Report(A300000[0600])", , ,"Entity[35382] Report(A300000[0900])"
"HOSPC","hospc_2013_DATA",35382,"A300000","Line(01100)", , , , , , ,"24000", , ,"24000"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
